codex_judge_run_id,codex_model,judge_item_id,agent_model,scenario_id,category,repeat_index,session_id,question,answer_source,answer_chars,agent_duration_ms,tool_input_events,rule_based_qa_score,called_functions,missing_expectations,correctness,completeness,readability,practicality,hallucination_risk,overall,codex_reason,batch_duration_ms,estimated_answer_tokens,codex_judge_error
20260526_012932_4ae1e87d,gpt-5.5,J0011,qwen3.6:27b,S03_period_utilization,state_query,1,a0f1931d-b561-432d-b098-0cd7f3371fc9,幫我看 2026-05-01 的機台稼動率。,csv_preview,94,300038,5,30.0,,running_hours|total_hours|utilization_percent,1.0,1.0,4.0,1.0,4.0,1.0,稼動率答成 63.89%，與標準答案 44.44% 不符，且未提供 running_hours 10.67 與 total_hours 24.01。核心數值錯誤。,34397,56,
20260526_012932_4ae1e87d,gpt-5.5,J0012,qwen3.6:27b,S04_last_week_runtime,state_query,1,fb030594-a2ee-469a-9298-6ba983bca7b0,幫我看上週機台運轉與停機時數。,system_api,608,151063,1,75.0,,,5.0,5.0,5.0,4.5,1.5,4.8,running_hours 39.08、off_hours 94.83、utilization 23.26% 均正確，總時數 168 與 167.99 只屬四捨五入。額外狀態拆分與工具描述未由標準答案直接支持，略增風險。,34397,300,
20260526_012932_4ae1e87d,gpt-5.5,J0013,qwen3.6:27b,S05_this_week_status,state_query,1,ac9e7d04-689a-4ae4-865d-404ce33b94fb,幫我看本週機台狀態。,system_api,624,298789,1,92.5,apply_state_model,running_hours,4.5,4.0,5.0,4.0,2.5,4.2,各狀態時數、佔比、功率與 total_hours 120 大致正確，但未明確給出 running_hours 42.08，只以高低負載合計約 35% 表達。模型平均信心、模糊區間筆數、圖表產出等不在標準答案中。,34397,376,
20260526_012932_4ae1e87d,gpt-5.5,J0014,qwen3.6:27b,S06_next_week_power,forecast,1,653ca109-5ec3-41fb-bb74-2efbe6bc1fde,幫我預測下週耗電量。,csv_preview,0,300061,3,60.0,data_status|forecast_future,forecast_7d_increment,0.0,0.0,0.0,0.0,0.0,0.0,系統答案為空，未回答 forecast_7d_increment 81.38587577566705 或 forecast_7d_yhat 8161.999875775667。,34397,0,
20260526_012932_4ae1e87d,gpt-5.5,J0015,qwen3.6:27b,S07_next_month_cost,forecast,1,d6fda678-1e1a-4b1d-85d5-f7cbe2e6fa3d,幫我預測下個月電費，電價用每度 4 元。,csv_preview,0,312434,3,50.0,data_status|forecast_future,forecast_30d_increment|estimated_30d_cost,0.0,0.0,0.0,0.0,0.0,0.0,系統答案為空，未回答 forecast_30d_increment、rate、estimated_30d_cost 516.4 等必要資訊。,34397,0,
20260526_012932_4ae1e87d,gpt-5.5,J0016,qwen3.6:27b,S08_period_anomaly,anomaly,1,ef0b5cfa-7279-4020-98c3-83dcdfcdbc9f,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,379,162216,1,100.0,check_anomaly,,5.0,5.0,5.0,4.5,1.5,4.8,verdict NORMAL、rows 184、anomaly_count 0、anomaly_rate 0.0、三模型投票皆正確。額外提到工具、門檻與圖表產出未由標準答案直接支持，風險低到中低。,34397,211,
20260526_012932_4ae1e87d,gpt-5.5,J0017,nemotron-cascade-2:latest,S01_data_coverage,data_query,1,cc3461fc-08b4-4274-94b1-301eb1135e47,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1607,67875,2,70.0,data_status,sensor_count,5.0,4.5,5.0,4.0,1.5,4.7,13 個感測器的名稱、筆數、起訖時間皆符合標準答案；雖未明確寫出 sensor_count=13，但表格可數出。額外的完整性與支援預測說法超出標準答案。,34397,570,
20260526_012932_4ae1e87d,gpt-5.5,J0018,nemotron-cascade-2:latest,S02_period_state_distribution,state_query,1,42155b9b-7624-461b-8a3f-af44a08f776a,幫我查 2026-05-01 的機台狀態分布。,system_api,952,31688,2,84.0,apply_state_model,rows,5.0,4.5,5.0,4.0,2.0,4.6,四種狀態的 count、hours、pct 與平均值均正確；未明確列 rows=288，但 count 加總可推得。額外檔案、圖像與 UI 產出不在標準答案中。,34397,378,
20260526_012932_4ae1e87d,gpt-5.5,J0019,nemotron-cascade-2:latest,S03_period_utilization,state_query,1,d37053a8-33d7-4ba7-8148-49d3d5d7e130,幫我看 2026-05-01 的機台稼動率。,system_api,1376,69666,7,100.0,apply_state_model|check_anomaly|data_status|forecast_future,,4.8,5.0,5.0,4.5,2.0,4.7,running_hours 10.67 與 utilization 約 44.4% 正確；total_hours 用 24h 而非 24.01，僅有輕微精度差。額外檔案、圖表與後續工具建議不由標準答案支持。,34397,563,
20260526_012932_4ae1e87d,gpt-5.5,J0020,nemotron-cascade-2:latest,S04_last_week_runtime,state_query,1,ecdec49a-2865-464f-be09-6d569de0b7c9,幫我看上週機台運轉與停機時數。,system_api,753,33822,2,92.5,apply_state_model,total_hours,5.0,4.5,5.0,4.5,1.5,4.7,running_hours 39.08、off_hours 94.83、utilization 約 23.3% 正確；未明確列 total_hours 167.99，但可由表格合計 167.99 推得。額外工具與圖像資產說法未由標準答案直接支持。,34397,341,
20260526_012932_4ae1e87d,gpt-5.5,J0021,nemotron-cascade-2:latest,S05_this_week_status,state_query,1,49a8aef5-aed4-4c9c-b63c-7d581df8f4f7,幫我看本週機台狀態。,system_api,1225,36245,2,85.0,apply_state_model,running_hours|utilization_percent,4.2,4.0,4.5,3.5,2.0,4.0,狀態分布表的主要數值與標準答案幾乎一致，但未明確回答 running_hours=42.08 與 utilization_percent=35.07。另加入最佳 GMM K、輸出檔案、工具呼叫等標準答案未支持資訊，增加幻覺風險。,30437,464,
20260526_012932_4ae1e87d,gpt-5.5,J0022,nemotron-cascade-2:latest,S06_next_week_power,forecast,1,19c2a53e-ed56-4993-9a29-c1e949d94aba,幫我預測下週耗電量。,system_api,944,59987,2,70.0,forecast_future,forecast_7d_increment,1.0,1.5,4.0,2.0,4.0,1.2,標準答案是 7 天 forecast_7d_increment=81.3859、forecast_7d_yhat=8161.9999；回答卻使用 5 天、給出 8125.80/8212.26 與 45.19/131.65 等不符數值，且加入未支持的模型比較與建議。,30437,463,
20260526_012932_4ae1e87d,gpt-5.5,J0023,nemotron-cascade-2:latest,S07_next_month_cost,forecast,1,0859d4a3-edb7-4b77-822d-efbcaba721d7,幫我預測下個月電費，電價用每度 4 元。,system_api,786,49228,4,70.0,forecast_future,forecast_30d_increment|estimated_30d_cost,0.8,1.5,4.0,1.5,4.0,1.0,標準答案為 30 天增量 129.1002、yhat 8209.7142、電費 516.4；回答給出 yhat 8745.21 並以累積值乘 4 算成 34980.84，核心電費結論錯誤。另有未支持的工具與路徑資訊。,30437,372,
20260526_012932_4ae1e87d,gpt-5.5,J0024,nemotron-cascade-2:latest,S08_period_anomaly,anomaly,1,f15e9a36-8c97-473e-95b5-f659a3e6ee01,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,617,22892,2,100.0,check_anomaly,,4.0,4.5,4.5,4.0,2.0,4.2,rows=184、anomaly_count=0、anomaly_rate=0、verdict=NORMAL、模型票數皆符合標準答案。但結論寫所有模型均未標記異常，與 Autoencoder=1 票矛盾；另有圖表與輸出路徑等未支持資訊。,30437,252,
20260526_012932_4ae1e87d,gpt-5.5,J0025,gemma4:31b,S01_data_coverage,data_query,1,dcffda9d-6e37-4a48-a07f-73523d2665be,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,csv_preview,0,121093,0,35.0,,sensor_count,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答任何感測器數量、名稱、資料列數或時間範圍；沒有編造內容，因此幻覺風險為 0。,30437,0,
20260526_012932_4ae1e87d,gpt-5.5,J0026,gemma4:31b,S02_period_state_distribution,state_query,1,18daad2f-fcd5-4636-b5a0-7e5fd9f7600c,幫我查 2026-05-01 的機台狀態分布。,csv_preview,0,105241,0,25.0,,rows|off_hours|running_high_hours|running_low_hours|idle_hours,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答 2026-05-01 的 rows、各狀態 count/hours/pct 或主要時數；沒有編造內容，因此幻覺風險為 0。,30437,0,
20260526_012932_4ae1e87d,gpt-5.5,J0027,gemma4:31b,S03_period_utilization,state_query,1,6cb96083-369f-4157-8d72-4b40b8b2075c,幫我看 2026-05-01 的機台稼動率。,csv_preview,0,189223,1,60.0,apply_state_model,running_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答 running_hours、total_hours 或 utilization_percent；沒有編造內容，因此幻覺風險為 0。,30437,0,
20260526_012932_4ae1e87d,gpt-5.5,J0028,gemma4:31b,S04_last_week_runtime,state_query,1,5697e9ce-e90d-4d9c-8a9e-96665b50f56d,幫我看上週機台運轉與停機時數。,csv_preview,0,110035,0,25.0,,running_hours|off_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答上週 running_hours、off_hours、total_hours 或 utilization_percent；沒有編造內容，因此幻覺風險為 0。,30437,0,
20260526_012932_4ae1e87d,gpt-5.5,J0029,gemma4:31b,S05_this_week_status,state_query,1,59245a4d-8143-4635-ace7-046ef20d9bdc,幫我看本週機台狀態。,csv_preview,0,172012,1,60.0,apply_state_model,running_hours|off_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答本週狀態分布、running_hours、off_hours、total_hours 或 utilization_percent；沒有編造內容，因此幻覺風險為 0。,30437,0,
20260526_012932_4ae1e87d,gpt-5.5,J0030,gemma4:31b,S06_next_week_power,forecast,1,38a2ffaf-afd4-4280-83a2-73700f449304,幫我預測下週耗電量。,csv_preview,0,162789,1,60.0,forecast_future,forecast_7d_increment,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答 forecast_7d_increment 或 forecast_7d_yhat；沒有編造內容，因此幻覺風險為 0。,30437,0,
20260526_012932_4ae1e87d,gpt-5.5,J0031,gemma4:31b,S07_next_month_cost,forecast,1,47e2bac0-f2bb-4a58-ac05-f3bcc15e1d25,幫我預測下個月電費，電價用每度 4 元。,system_api,171,273916,2,70.0,forecast_future,forecast_30d_increment|estimated_30d_cost,1.0,2.0,4.0,2.0,5.0,1.0,電價 4 元/kWh 正確，但關鍵預測增量與電費錯誤。標準答案為 129.100 kWh、約 516.4 元；回答宣稱 664.59 kWh、2658.36 元，且未受標準答案支持。,35766,96,
20260526_012932_4ae1e87d,gpt-5.5,J0032,gemma4:31b,S08_period_anomaly,anomaly,1,37608560-e0c9-4911-b18e-a94b90cc8a86,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,csv_preview,0,53608,0,5.0,,rows|anomaly_count|anomaly_rate|verdict,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答 NORMAL、184 筆、異常 0、異常率 0.0 等必要資訊。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0033,gemma4:26b,S01_data_coverage,data_query,1,267ad524-edbb-4140-b005-9e37054ecc97,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,csv_preview,0,45885,0,35.0,,sensor_count,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未提供 13 個感測器、各感測器資料列數與時間範圍。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0034,gemma4:26b,S02_period_state_distribution,state_query,1,9b04a4b6-b381-450d-81e5-381b5d2b787a,幫我查 2026-05-01 的機台狀態分布。,csv_preview,0,49091,0,25.0,,rows|off_hours|running_high_hours|running_low_hours|idle_hours,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未提供 2026-05-01 狀態分布、各狀態時數、比例或總列數。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0035,gemma4:26b,S03_period_utilization,state_query,1,3f15ea30-b734-4a3a-a6a0-eed66adf0226,幫我看 2026-05-01 的機台稼動率。,csv_preview,0,61474,0,25.0,,running_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未提供運轉時數 10.67、總時數 24.01、稼動率 44.44%。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0036,gemma4:26b,S04_last_week_runtime,state_query,1,683e5cfd-7b8f-4212-b2ad-e4d156d04615,幫我看上週機台運轉與停機時數。,csv_preview,0,87677,0,25.0,,running_hours|off_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未提供上週運轉 39.08 小時、停機 94.83 小時、總時數 167.99、稼動率 23.26%。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0037,gemma4:26b,S05_this_week_status,state_query,1,00a5794a-c424-408b-9db9-073cf52a0df5,幫我看本週機台狀態。,csv_preview,0,59361,0,25.0,,running_hours|off_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未提供本週運轉、停機、總時數、稼動率或狀態分布。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0038,gemma4:26b,S06_next_week_power,forecast,1,d6f58336-2c0a-446a-9a84-9a882a902a4a,幫我預測下週耗電量。,csv_preview,0,49249,0,25.0,,forecast_7d_increment,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未提供下週耗電量預測增量 81.3859 或 yhat 8161.9999。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0039,gemma4:26b,S07_next_month_cost,forecast,1,0b76754c-7a0d-4814-80df-b0232cd1bbf7,幫我預測下個月電費，電價用每度 4 元。,csv_preview,0,60327,0,25.0,,forecast_30d_increment|estimated_30d_cost,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未提供 30 日預測增量 129.100、電價 4 元或預估電費 516.4 元。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0040,gemma4:26b,S08_period_anomaly,anomaly,1,c09bfafd-990b-4c69-8a01-656411a76fe3,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,csv_preview,0,33699,0,5.0,,rows|anomaly_count|anomaly_rate|verdict,0.0,0.0,0.0,0.0,0.0,0.0,system_answer 為空，未回答 NORMAL、184 筆、異常 0、異常率 0.0 等必要資訊。,35766,0,
20260526_012932_4ae1e87d,gpt-5.5,J0041,gemma4:latest,S01_data_coverage,data_query,1,0d5cb3da-43a3-4e3f-8027-73bcf425d766,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,586,134016,3,70.0,data_status,sensor_count,2.0,2.0,4.0,2.0,3.0,2.0,列出了 13 個感測器名稱且名稱符合標準答案，但未提供 sensor_count、各感測器 rows、起訖時間，也明確表示無法提供時間範圍。模組錯誤與知識庫來源等說法未由標準答案支持。,29376,338,
20260526_012932_4ae1e87d,gpt-5.5,J0042,gemma4:latest,S02_period_state_distribution,state_query,1,314db2c8-4477-4882-bb89-63aadd792bb3,幫我查 2026-05-01 的機台狀態分布。,csv_preview,0,54127,1,25.0,,rows|off_hours|running_high_hours|running_low_hours|idle_hours,0.0,0.0,0.0,0.0,0.0,0.0,答案為空，未提供 2026-05-01 的 rows、各狀態時數、比例或結論。,29376,0,
20260526_012932_4ae1e87d,gpt-5.5,J0043,gemma4:latest,S03_period_utilization,state_query,1,39e50b86-0244-4b6c-9607-71d808166d82,幫我看 2026-05-01 的機台稼動率。,csv_preview,536,300051,7,55.0,apply_state_model,running_hours|total_hours|utilization_percent,0.0,0.0,1.0,0.0,4.0,0.0,未提供 running_hours、total_hours 或 utilization_percent。內容只描述工具嘗試與錯誤，且包含標準答案未支持的函式與錯誤敘述。,29376,321,
20260526_012932_4ae1e87d,gpt-5.5,J0044,gemma4:latest,S04_last_week_runtime,state_query,1,062c71ff-50aa-466c-9164-dc8ce988a08a,幫我看上週機台運轉與停機時數。,csv_preview,0,210029,5,60.0,apply_state_model,running_hours|off_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,答案為空，未提供上週運轉時數、停機時數、總時數或稼動率。,29376,0,
20260526_012932_4ae1e87d,gpt-5.5,J0045,gemma4:latest,S05_this_week_status,state_query,1,cfe6d272-de0c-4bc8-bddf-b1f9c65106d6,幫我看本週機台狀態。,csv_preview,0,31241,0,25.0,,running_hours|off_hours|total_hours|utilization_percent,0.0,0.0,0.0,0.0,0.0,0.0,答案為空，未提供本週 running/off/total hours、utilization_percent 或狀態分布。,29376,0,
20260526_012932_4ae1e87d,gpt-5.5,J0046,gemma4:latest,S06_next_week_power,forecast,1,a0cbb1b4-fdf9-4fb5-9fad-69476d5ae1be,幫我預測下週耗電量。,csv_preview,112,300003,9,70.0,forecast_future,forecast_7d_increment,0.0,1.0,3.0,1.0,2.0,1.0,有提到下週應是未來 7 天與要做預測，但沒有給出 forecast_7d_increment 或 forecast_7d_yhat。測試基準日期與工具函式說法未由標準答案支持。,29376,65,
20260526_012932_4ae1e87d,gpt-5.5,J0047,gemma4:latest,S07_next_month_cost,forecast,1,ce6c4eb5-4efa-4ae5-b7a6-9a8483916ed4,幫我預測下個月電費，電價用每度 4 元。,system_api,245,94005,1,60.0,forecast_future,forecast_30d_increment|estimated_30d_cost,0.0,1.0,2.0,1.0,2.0,1.0,只說明應預測 30 天用電量再乘以每度 4 元，但沒有提供 forecast_30d_increment、forecast_30d_yhat 或 estimated_30d_cost。工具錯誤與執行流程敘述未由標準答案支持。,29376,190,
20260526_012932_4ae1e87d,gpt-5.5,J0048,gemma4:latest,S08_period_anomaly,anomaly,1,4aaeda19-09f8-4be1-bd34-d7c7dfdc3bdc,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,csv_preview,1000,300018,6,60.0,check_anomaly,rows|verdict,0.0,0.0,2.0,1.0,4.0,0.0,未提供 NORMAL verdict、rows=184、anomaly_count=0、anomaly_rate=0 或 model_votes。大量工具呼叫、錯誤與環境限制敘述不受標準答案支持。,29376,556,
20260526_012932_4ae1e87d,gpt-5.5,J0049,nemotron-3-nano:latest,S01_data_coverage,data_query,1,c67d84d8-f972-4eee-aa52-59f415387df6,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1729,53830,2,100.0,data_status,,5.0,5.0,5.0,4.0,1.0,5.0,感測器數量、名稱、rows、起訖時間與整體時間範圍都符合標準答案。額外的單位說明與工具呼叫來源不在標準答案中，但未影響核心數值。,29376,554,
20260526_012932_4ae1e87d,gpt-5.5,J0050,nemotron-3-nano:latest,S02_period_state_distribution,state_query,1,a330713b-c1a7-4715-b22c-cf2cc3e4364e,幫我查 2026-05-01 的機台狀態分布。,system_api,982,61749,6,90.0,apply_state_model,,5.0,5.0,5.0,5.0,2.0,5.0,2026-05-01 的 rows、各狀態 count/hours/pct 與主要平均指標均符合標準答案，結論也正確。best_k、平均信心度與 artifacts 路徑屬標準答案未支持的額外資訊，因此有一定幻覺風險。,29376,373,
20260526_012932_4ae1e87d,gpt-5.5,J0051,nemotron-3-nano:latest,S03_period_utilization,state_query,1,5b5f3a8a-2408-4314-94fe-4909e533a094,幫我看 2026-05-01 的機台稼動率。,system_api,395,61254,3,90.0,apply_state_model,,4.5,5.0,4.0,4.0,1.5,4.5,核心稼動時數 10.67 h 與稼動率約 44.4% 符合標準答案；總時數寫 24 h 而非 24.01 h，且加入標準答案未提供的各狀態拆分數字。,37017,152,
20260526_012932_4ae1e87d,gpt-5.5,J0052,nemotron-3-nano:latest,S04_last_week_runtime,state_query,1,6b464ecb-d274-49f6-8df7-108bfa61f4e6,幫我看上週機台運轉與停機時數。,system_api,418,56415,2,92.5,apply_state_model,utilization_percent,3.0,3.5,4.0,3.5,2.5,3.0,運轉總時數 39.08 h 與 Off 94.83 h 在表格中正確，但合計把 Idle 加入停機並稱停機總時數 128.91 h，與標準答案 off_hours 94.83 不符；也未提供稼動率 23.26%。,37017,190,
20260526_012932_4ae1e87d,gpt-5.5,J0053,nemotron-3-nano:latest,S05_this_week_status,state_query,1,b1ef06e0-3194-4d37-958b-ff183f19c7ae,幫我看本週機台狀態。,system_api,1874,99020,7,92.5,apply_state_model,running_hours,4.0,4.0,3.5,3.5,2.5,4.0,各狀態 hours、pct 與多數平均值符合標準答案，但未明確回答 running_hours 42.08 與 utilization_percent 35.07；另加入 best_k、平均信心度、低置信度樣本、圖像清單等標準答案未支持資訊。,37017,759,
20260526_012932_4ae1e87d,gpt-5.5,J0054,nemotron-3-nano:latest,S06_next_week_power,forecast,1,e3acc3c8-aab9-47f0-aaca-69c37842f1bc,幫我預測下週耗電量。,system_api,472,105005,3,70.0,forecast_future,forecast_7d_increment,1.5,2.0,4.0,2.0,4.0,1.5,標準答案為 7 日增量 81.3859、yhat 8161.9999；回答給出 8176.10/8268.80 與 95.49/188.18，核心預測數值不符，且加入未支持的模型比較。,37017,190,
20260526_012932_4ae1e87d,gpt-5.5,J0055,nemotron-3-nano:latest,S07_next_month_cost,forecast,1,98076424-ce62-4423-b49e-d8fef306e913,幫我預測下個月電費，電價用每度 4 元。,system_api,431,76303,5,70.0,forecast_future,forecast_30d_increment|estimated_30d_cost,0.5,1.5,4.0,1.0,4.5,0.5,只有電價 4 元符合；標準答案預測 30 日增量 129.1002、yhat 8209.7142、費用 516.4，回答卻給 8745.21 kWh 與 34980.8 元，核心結論錯誤。,37017,197,
20260526_012932_4ae1e87d,gpt-5.5,J0056,nemotron-3-nano:latest,S08_period_anomaly,anomaly,1,31ebb8d6-78dc-499d-8ca6-4922ed33876a,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,629,34398,3,100.0,check_anomaly,,5.0,5.0,4.5,4.5,1.0,5.0,verdict、rows、anomaly_count、anomaly_rate 與 model_votes 全部符合標準答案；額外輸出檔案未由標準答案支持，但不影響主要判斷。,37017,229,
20260526_012932_4ae1e87d,gpt-5.5,J0057,gpt-oss:120b,S01_data_coverage,data_query,1,e1e97132-39f8-4b81-b1e6-b1317dca2957,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1114,51290,2,100.0,data_status,,5.0,5.0,5.0,4.5,0.5,5.0,13 種感測器、各 rows、起訖時間均符合標準答案；結論清楚，僅『資料完整且持續更新』屬標準答案外推。,37017,346,
20260526_012932_4ae1e87d,gpt-5.5,J0058,gpt-oss:120b,S02_period_state_distribution,state_query,1,1cde4ee2-3582-4ed2-924a-a4288471c141,幫我查 2026-05-01 的機台狀態分布。,system_api,726,28411,2,94.0,apply_state_model,rows,4.5,4.5,5.0,4.0,1.0,4.5,各狀態 count、hours、pct、平均指標皆符合標準答案；缺少 rows=288，並加入圖表輸出位置等標準答案未支持資訊。,37017,261,
20260526_012932_4ae1e87d,gpt-5.5,J0059,gpt-oss:120b,S03_period_utilization,state_query,1,f2f47e2d-2a81-4a74-9d99-657a1d86e7cb,幫我看 2026-05-01 的機台稼動率。,system_api,490,23240,1,90.0,apply_state_model,total_hours,4.5,4.5,5.0,4.0,1.0,4.5,running_hours 10.67 與 utilization 44.44% 正確；未明確提供 total_hours 24.01，且補充狀態拆分與圖表輸出屬標準答案以外資訊。,37017,184,
