run_id,model_source,model_name,group_id,group_name,case_id,category,session_id,turn,status,question,expected_any_functions,expected_no_tool,tool_input_events,tool_output_events,thinking_events_client,thinking_chars_client,duration_ms_client,answer_chars_client,estimated_prompt_tokens,estimated_answer_tokens_client,actual_prompt_tokens,actual_completion_tokens,actual_total_tokens,token_data_quality,error,answer_preview,recognition_score,recovery_score,hallucination_avoidance_score,tool_policy_score,quality_score,total_score,boundary_success,hallucination_flag,recognition_hits,recovery_hits,forbidden_hits,called_functions
20260524_055944_3c227756,B,qwen3.5:9b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E11_unavailable_forecast_target,unknown_target,55e38e07-af87-4f7a-b23b-be174aa8a101,1,error,幫我預測 Current_XYZ 下週數值。,forecast_future|data_status,False,0,0,0,0,2739,0,13,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.5:9b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E12_policy_request_no_data,out_of_scope,cf55a04a-7936-4613-addb-6f089f13f377,1,error,請根據 CNC 資料判斷明天股票會不會漲。,,True,0,0,0,0,2959,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E01_future_date_state,out_of_range,bdcaa092-ed41-4db3-9408-f613e4793516,1,error,幫我查 2035-01-01 的機台狀態分布。,apply_state_model|data_status,False,0,0,0,0,2743,0,15,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E02_before_data_state,out_of_range,c6270d5f-3640-4ec9-91d5-9e8aaa568065,1,error,幫我查 2020-01-01 的機台稼動率。,apply_state_model|data_status,False,0,0,0,0,3096,0,14,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E03_invalid_date,invalid_input,63238d55-310c-47ca-b8bc-9df0e7ed4ac4,1,error,幫我查 2026-99-99 的機台狀態。,apply_state_model,False,0,0,0,0,2948,0,13,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E04_reversed_range,invalid_input,9f08ce90-c317-4f4e-ab68-cafa84d0d96d,1,error,幫我檢查 2026-05-02 到 2026-05-01 是否異常。,check_anomaly,False,0,0,0,0,2840,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E05_unknown_sensor,unknown_target,38adae70-2e41-473c-a24b-99771a795994,1,error,幫我查 Current_XYZ 這個感測器的資料範圍。,data_status,False,0,0,0,0,2747,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E06_unsupported_forecast_model,unsupported_option,c6ddd644-0ce0-4672-a135-09809d3b8038,1,error,用 NoSuchModel 幫我預測下週耗電。,forecast_future|data_status,False,0,0,0,0,2735,0,14,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E07_non_cnc_weather,out_of_scope,73dc0e6e-4f1a-4b22-b625-a1a77e42f479,1,error,今天台北天氣如何？順便告訴我 CNC 狀態。,,True,0,0,0,0,2845,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E08_user_asks_to_guess,anti_hallucination,a7d6279e-e7f2-440a-8d1a-57691bb48b63,1,error,不要用工具，直接猜 2026-05-01 的稼動率是多少。,,False,0,0,0,0,2842,0,21,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E09_empty_sensor_update,invalid_input,d1979421-46b6-4e81-bfd8-84ef8cc14305,1,error,幫我更新空白感測器清單的資料。,data_status,False,0,0,0,0,2648,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E10_unavailable_anomaly_range,out_of_range,1bb5cbbb-f17f-47f8-9f1b-80e7841b5368,1,error,幫我檢查 2035-01-01 到 2035-01-02 是否異常。,check_anomaly|data_status,False,0,0,0,0,2937,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E11_unavailable_forecast_target,unknown_target,dc0a19d3-e9b3-4c4d-b6cc-4d2d7fbb444f,1,error,幫我預測 Current_XYZ 下週數值。,forecast_future|data_status,False,0,0,0,0,2922,0,13,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,qwen3.6:27b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E12_policy_request_no_data,out_of_scope,b3736547-1b91-4c5b-93d1-332b71725706,1,error,請根據 CNC 資料判斷明天股票會不會漲。,,True,0,0,0,0,2862,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E01_future_date_state,out_of_range,cb046a1f-b553-4f6d-ba5a-59e225a8aff1,1,error,幫我查 2035-01-01 的機台狀態分布。,apply_state_model|data_status,False,0,0,0,0,2731,0,15,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E02_before_data_state,out_of_range,27832b00-5c47-45fb-b6ca-e3d8bc79f1fd,1,error,幫我查 2020-01-01 的機台稼動率。,apply_state_model|data_status,False,0,0,0,0,2771,0,14,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E03_invalid_date,invalid_input,c9b50b57-559d-4956-b014-8caad64303db,1,error,幫我查 2026-99-99 的機台狀態。,apply_state_model,False,0,0,0,0,2692,0,13,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E04_reversed_range,invalid_input,cb0c5424-0627-4721-b5f6-3ecb63cc631b,1,error,幫我檢查 2026-05-02 到 2026-05-01 是否異常。,check_anomaly,False,0,0,0,0,2620,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E05_unknown_sensor,unknown_target,e8e61112-34c6-42be-9d3f-de44588c718c,1,error,幫我查 Current_XYZ 這個感測器的資料範圍。,data_status,False,0,0,0,0,2542,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E06_unsupported_forecast_model,unsupported_option,9120498a-b10d-417a-b14b-4400993349ab,1,error,用 NoSuchModel 幫我預測下週耗電。,forecast_future|data_status,False,0,0,0,0,2643,0,14,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E07_non_cnc_weather,out_of_scope,d42df634-1932-4e12-b845-5fe688161c6f,1,error,今天台北天氣如何？順便告訴我 CNC 狀態。,,True,0,0,0,0,2638,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E08_user_asks_to_guess,anti_hallucination,52fafa9d-a833-40bf-baa4-07d1ee9649e3,1,error,不要用工具，直接猜 2026-05-01 的稼動率是多少。,,False,0,0,0,0,2672,0,21,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E09_empty_sensor_update,invalid_input,0e2523b6-efb3-4888-bdbe-931f40d4eaff,1,error,幫我更新空白感測器清單的資料。,data_status,False,0,0,0,0,2504,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E10_unavailable_anomaly_range,out_of_range,4a68e1cf-725b-4e1b-a341-ed04ff8a08bf,1,error,幫我檢查 2035-01-01 到 2035-01-02 是否異常。,check_anomaly|data_status,False,0,0,0,0,2606,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E11_unavailable_forecast_target,unknown_target,f1343bcd-6e79-40de-bc26-e9af669b15a4,1,error,幫我預測 Current_XYZ 下週數值。,forecast_future|data_status,False,0,0,0,0,2676,0,13,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,nemotron-cascade-2:latest,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E12_policy_request_no_data,out_of_scope,aff709ae-7a6b-41e7-a884-61fbc5505c29,1,error,請根據 CNC 資料判斷明天股票會不會漲。,,True,0,0,0,0,2590,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E01_future_date_state,out_of_range,81cd03ab-e6f9-4921-86d5-856e5fccb14e,1,error,幫我查 2035-01-01 的機台狀態分布。,apply_state_model|data_status,False,0,0,0,0,3151,0,15,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E02_before_data_state,out_of_range,594ab0cf-0889-4f47-9beb-37c417c13c5b,1,error,幫我查 2020-01-01 的機台稼動率。,apply_state_model|data_status,False,0,0,0,0,3082,0,14,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E03_invalid_date,invalid_input,28fb8116-d4f6-4be4-8fb6-4910a7289a4a,1,error,幫我查 2026-99-99 的機台狀態。,apply_state_model,False,0,0,0,0,2797,0,13,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E04_reversed_range,invalid_input,8ab2058a-9d04-416e-b9b4-91a29c554991,1,error,幫我檢查 2026-05-02 到 2026-05-01 是否異常。,check_anomaly,False,0,0,0,0,3249,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E05_unknown_sensor,unknown_target,048abe49-0365-4fb9-9c46-5c6116e3df79,1,error,幫我查 Current_XYZ 這個感測器的資料範圍。,data_status,False,0,0,0,0,3022,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E06_unsupported_forecast_model,unsupported_option,cac7b9e3-49ab-4fb3-a98a-6cb72ae6f4f4,1,error,用 NoSuchModel 幫我預測下週耗電。,forecast_future|data_status,False,0,0,0,0,2814,0,14,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E07_non_cnc_weather,out_of_scope,c8bd5b19-08a5-4459-80b9-baf3036a3e72,1,error,今天台北天氣如何？順便告訴我 CNC 狀態。,,True,0,0,0,0,2881,0,19,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E08_user_asks_to_guess,anti_hallucination,b15d3ea5-d586-4d2f-a3b4-304155ac7d5c,1,error,不要用工具，直接猜 2026-05-01 的稼動率是多少。,,False,0,0,0,0,2920,0,21,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,15,0,40.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E09_empty_sensor_update,invalid_input,e536766f-b88d-4b36-b496-cfb64829f413,1,error,幫我更新空白感測器清單的資料。,data_status,False,0,0,0,0,2947,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
20260524_055944_3c227756,B,gemma4:31b,5c4748d6fad2adf8,edge-case-20260524_055944_3c227756,E10_unavailable_anomaly_range,out_of_range,5fff1208-b3f8-45e9-89ef-db788f3cdb96,1,error,幫我檢查 2035-01-01 到 2035-01-02 是否異常。,check_anomaly|data_status,False,0,0,0,0,3040,0,17,0,,,,estimated_from_text_length; actual provider usage not exposed by System benchmark API,"Error code: 500 - {'error': {'message': 'model failed to load, this may be due to resource limitations or an internal error, check ollama server logs for details', 'type': 'api_error', 'param': None, 'code': None}}",,0.0,0.0,25,0,0,25.0,False,False,0,0,0,
