judge_run_id,scenario_run_id,judge_model,agent_model,scenario_id,category,repeat_index,session_id,question,answer_source,answer_chars,total_score,called_functions,missing_expectations,correctness,completeness,readability,practicality,hallucination_risk,overall,judge_reason,judge_duration_ms,estimated_judge_prompt_tokens,estimated_judge_completion_tokens,actual_judge_tokens,token_data_quality,judge_error
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S04_last_week_runtime,state_query,2,a92d10d7-5528-4621-83a4-1d73655f83aa,幫我看上週機台運轉與停機時數。,system_api,764,100.0,apply_state_model,,4.0,5.0,5.0,5.0,1.0,4.0,系統回答包含所有必須關鍵字（上週、運轉、停機），並提供清晰表格與實用建議。但運轉時數（73.08 vs 73.0）與停機時數（94.92 vs 94.83）與標準答案有微小數值誤差，故正確性扣1分。,6283,832,110,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S04_last_week_runtime,state_query,3,ae51fe76-0590-411b-8cfb-a84f4d4122ab,幫我看上週機台運轉與停機時數。,system_api,883,100.0,apply_state_model,,3.0,4.0,5.0,5.0,1.0,3.0,系統回答包含所需關鍵字與完整資訊，但運轉時數(73.08 vs 73.0)、停機時數(94.92 vs 94.83)及利用率(43.5% vs 43.45%)與標準答案的數值有微小差異，故正確性扣分。,8699,874,100,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S05_this_week_status,state_query,1,d51af678-83cf-42b7-bb84-ec041cf6edef,幫我看本週機台狀態。,system_api,831,85.0,apply_state_model,running_hours|utilization_percent,1.0,2.0,4.0,3.0,4.0,1.0,系統回答數值與標準答案嚴重不符：Running_Low與Running_High的時數及佔比皆錯誤，且遺漏Idle狀態並錯誤宣稱無Idle。未提供利用率與運轉總時數等關鍵數據。雖排版清晰，但基於錯誤數據，正確性極低且幻覺風險高。,17997,1024,129,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S05_this_week_status,state_query,2,900be3da-7e5f-4a13-becd-731c23c4c8a0,幫我看本週機台狀態。,system_api,993,85.0,apply_state_model,running_hours|utilization_percent,1.0,1.0,4.0,2.0,5.0,1.0,系統回答中Running_Low與Running_High的佔比、時數、電流與功率等關鍵數值皆與標準答案不符，且錯誤宣稱無Idle狀態（標準答案有Idle 1.5小時），數值正確性極低並構成嚴重幻覺。,7477,1107,109,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S05_this_week_status,state_query,3,5b8b3201-e337-4990-9326-56cca1a2c80a,幫我看本週機台狀態。,system_api,1464,85.0,apply_state_model,running_hours|utilization_percent,1.0,2.0,5.0,2.0,4.0,1.0,系統回答的 Running_Low 與 Running_High 的時數與佔比與標準答案嚴重不符，且遺漏 Idle 狀態，正確性極低；雖然易讀且有結論，但基於錯誤數據，實用性低，幻覺風險高。,21705,1264,105,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S06_next_week_power,forecast,1,f40e0bc1-ae0c-4e9b-9d04-f656ca2f3064,幫我預測下週耗電量。,system_api,724,100.0,data_status|forecast_future,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確包含標準答案中的關鍵數值（7日增量249.57、累計預測8282.25）與必須關鍵字（下週、耗電、預測），並以表格清楚呈現，提供模型比較與實用結論，無幻覺風險。,24813,797,109,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S06_next_week_power,forecast,2,2f98c17e-840e-42ed-8a30-4a9ebb34305a,幫我預測下週耗電量。,system_api,28,65.0,data_status|forecast_future,forecast_7d_increment,0.0,0.0,2.0,0.0,0.0,0.0,系統回答僅說明將進行預測，但未提供標準答案中的關鍵數值（forecast_7d_increment與forecast_7d_yhat），嚴重缺乏正確性與完整性，無法滿足使用者預測耗電量的需求。,15158,476,104,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S06_next_week_power,forecast,3,0be057c5-3c8d-43e1-aedb-433e45c6d191,幫我預測下週耗電量。,system_api,630,70.0,data_status|forecast_future,forecast_7d_increment,0.0,2.0,5.0,3.0,4.0,1.0,系統回答雖包含關鍵字且格式清晰，但完全未提及標準答案中的關鍵數值（預測總量 8282.25 與增量 249.57），反而給出截然不同的總量（60.60 kWh），數值正確性極低，視為嚴重偏離事實。,13958,765,114,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S07_next_month_cost,forecast,1,5ef5a454-4a96-450c-95e1-57af48475f22,幫我預測下個月電費，電價用每度 4 元。,system_api,1183,70.0,data_status|forecast_future,forecast_30d_increment|estimated_30d_cost,1.0,2.0,5.0,4.0,4.0,1.0,系統回答的核心數值與標準答案嚴重不符，標準答案預估電費為4259.13元、增量為1064.78，但系統回答預估電費為1800-2500元、增量為632-665；系統自行編造了功率因數PF=0.72及多個模型的預測數據，這些資訊並未在標準答案中提供。雖然包含必須關鍵字且排版清晰易讀，但關鍵數值錯誤且存在幻覺風險，正確性極低。,8266,1070,176,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S07_next_month_cost,forecast,2,2dc5b5bd-58c4-489b-8211-c9f0467dfffa,幫我預測下個月電費，電價用每度 4 元。,system_api,856,100.0,data_status|forecast_future,,4.0,5.0,5.0,5.0,0.0,4.0,回答包含了所有必須關鍵字（下個月、電費、4）與主要預測結論，表格與步驟說明使資訊清晰易讀，並提供實際的預估金額與提醒。然而，標準答案中的預估電費為 4259.13 元，系統回答四捨五入為 4259 元；增量 1064.78 在文字結論中四捨五入為 1065，基於嚴格的數值標準，些微扣分。,12190,957,159,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S07_next_month_cost,forecast,3,62c535bc-7103-49fd-b35e-e0c75d105fed,幫我預測下個月電費，電價用每度 4 元。,system_api,666,100.0,data_status|forecast_future,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確提供了預測電費與用電增量，數值與標準答案一致（合理四捨五入），包含所有必須關鍵字。表格呈現清晰易讀，並提供實際電價需依台電條件調整的實用提醒，無幻覺風險。,10713,855,120,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S08_period_anomaly,anomaly,1,7469fc4a-142a-4fd8-8883-20004c27de06,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,528,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答中的數值（184筆、0筆異常、0.0%異常率）與模型投票結果皆與標準答案完全一致，且包含必要關鍵字（異常、NORMAL）。表格與條列格式使工廠使用者易於閱讀，結論明確指出機台運作正常，無編造資訊。,17546,723,126,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S08_period_anomaly,anomaly,2,7872957b-880d-438a-ace2-c345a3f35eba,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,550,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答完整包含標準答案的所有關鍵數值（判定為NORMAL、184筆、0異常、0.0%異常率、三模型皆0票），並以清楚表格呈現，結論具備可落地性（無需進一步排查），無幻覺風險。,5667,747,109,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,glm-5.1,S08_period_anomaly,anomaly,3,6d5e0f91-2627-4833-9c92-aa77af018ae5,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,550,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確包含標準答案中的所有關鍵數值（184筆、0異常、0.0%異常率、三模型各0票）與判定結果（NORMAL），表格與結論清晰易讀，無幻覺風險。,10385,730,96,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S01_data_coverage,data_query,1,af7f10f8-17f3-48f9-b722-ecaac4a9bb5d,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,744,100.0,data_status,,3.0,4.0,5.0,4.0,0.0,3.0,系統回答涵蓋了13個感測器及整體時間範圍，並以表格分類提升易讀性。但未提供標準答案中各感測器的精確資料筆數與完整時間戳記，僅以約數或簡略格式帶過，依據評分規則，缺少關鍵數值需扣分，正確性因此受限。,10429,1192,137,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S01_data_coverage,data_query,2,3bf609da-8419-4a59-bfa5-6ffaab8ff497,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1517,100.0,data_status,,5.0,5.0,5.0,4.0,1.0,5.0,系統回答準確列出13個感測器的名稱、筆數與起迄時間，與標準答案完全一致。表格排版清楚，並提供時間範圍摘要與結論，完整回答使用者問題。僅因自行補充了單位（如A、V、kW等，標準答案未提供）而給予極低幻覺風險1分，整體表現優秀。,17095,1446,143,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S01_data_coverage,data_query,3,681c73e9-5a91-4c3c-a1c6-8e1c5b768af2,目前 CNC 有哪些感測器資料？資料時間範圍到哪？,system_api,1211,100.0,data_status,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答完整列出13個感測器名稱、資料筆數與時間範圍，數值與標準答案完全一致；表格與條列格式清晰易讀，並提供關鍵數值總結與落地結論，無幻覺風險。,5860,1333,108,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S02_period_state_distribution,state_query,1,05864399-5b62-4696-baaa-620ff5d8d90d,幫我查 2026-05-01 的機台狀態分布。,system_api,594,94.0,apply_state_model,running_low_hours,1.0,3.0,4.0,3.0,5.0,1.0,系統回答的Running_High與Running_Low數值皆與標準答案不符，且憑空捏造Idle狀態（標準答案idle_hours為0.0），正確性極低，幻覺風險高。,13428,830,87,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S02_period_state_distribution,state_query,2,02b37f6b-aefe-4217-b480-de6bbdca4deb,幫我查 2026-05-01 的機台狀態分布。,system_api,1193,69.0,data_status,running_low_hours,0.0,3.0,5.0,4.0,5.0,0.0,系統回答中的關鍵數值（各狀態筆數、時數、占比及特徵平均值）皆與標準答案完全不符，且憑空捏造了Idle狀態的數據（標準答案idle_hours為0），嚴重違反正確性，屬於高度幻覺風險。,13621,1123,114,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S02_period_state_distribution,state_query,3,3f06ba17-9231-4190-9fd4-d24008f5c86b,幫我查 2026-05-01 的機台狀態分布。,system_api,692,69.0,,running_low_hours,0.0,2.0,4.0,1.0,5.0,0.0,系統回答中的各狀態數值（筆數、時長、佔比）與標準答案完全不符，例如Off狀態標準為101筆8.42小時，系統回答為102筆8.5小時；Running_High標準為105筆8.75小時，系統回答為72筆6小時；Running_Low標準為82筆6.83小時，系統回答為113筆9.42小時。數值嚴重錯誤，且編造了標準答案中不存在的Idle狀態數據（標準答案Idle_hours為0），屬於嚴重幻覺，因此正確性與整體分數為0。,27457,889,191,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S03_period_utilization,state_query,1,9cf1511c-0d22-4bac-a5fa-9785fa8c04d6,幫我看 2026-05-01 的機台稼動率。,system_api,576,100.0,apply_state_model,,1.0,4.0,5.0,4.0,4.0,1.0,系統回答的關鍵數值（運轉時間15.42、稼動率64.25%）與標準答案（15.58、64.92%）不符，正確性極低；雖包含必要關鍵字且格式易讀，但核心數據錯誤，整體評分以正確性優先考量而偏低。,14753,709,113,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S03_period_utilization,state_query,2,a0912885-97aa-4170-99f1-25de71ceb87b,幫我看 2026-05-01 的機台稼動率。,system_api,622,100.0,apply_state_model,,1.0,3.0,5.0,4.0,3.0,2.0,系統回答的稼動率(64.25%)與運轉時數(15.42小時)與標準答案(64.92%與15.58小時)不符，關鍵數值錯誤導致正確性極低；完整性涵蓋了所需欄位與關鍵字但數值有誤；可讀性與實用性佳；數值偏差存在幻覺風險。,7035,739,127,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S03_period_utilization,state_query,3,e77e5269-cbf1-4fb2-aa4b-f1c334a2bfaf,幫我看 2026-05-01 的機台稼動率。,system_api,522,100.0,apply_state_model,,2.0,4.0,5.0,4.0,3.0,2.0,系統回答的關鍵數值與標準答案不符（稼動率為64.24%而非64.92%，運轉時數為15.42而非15.58），正確性明顯扣分；雖然涵蓋了所需資訊與關鍵字、格式清晰且具備基本實用分析，但依據評分規則，數值錯誤導致整體分數偏低。,15759,676,133,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S04_last_week_runtime,state_query,1,74a438a6-f1ed-4433-a920-6e882a7568bb,幫我看上週機台運轉與停機時數。,system_api,522,100.0,apply_state_model,,4.0,5.0,5.0,4.0,1.0,4.0,系統回答涵蓋了所有必要關鍵字與主要資訊，表格與結論清晰易讀。然而，關鍵數值與標準答案略有出入（運轉時數73.08 vs 73.0，停機時數94.92 vs 94.83，運轉率43.5% vs 43.45%），依據嚴格評分標準，正確性需扣分。整體實用性佳，幻覺風險低。,12816,709,137,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S04_last_week_runtime,state_query,2,64cbfd7e-52a3-46bf-aec4-1b6c37786950,幫我看上週機台運轉與停機時數。,system_api,473,100.0,apply_state_model,,3.0,5.0,5.0,5.0,2.0,4.0,關鍵數值與標準答案有些微出入（停機94.92 vs 94.83，運轉73.08 vs 73.0，運轉率43.5% vs 43.45%），未精準提及標準答案的關鍵數值故扣分，但整體資訊完整、格式清晰且具實用結論。,15599,681,108,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S04_last_week_runtime,state_query,3,8cc3fa12-76bb-4745-981c-59c37f75919a,幫我看上週機台運轉與停機時數。,system_api,647,85.0,apply_state_model|check_anomaly|data_status|forecast_future,running_hours|utilization_percent,1.0,2.0,5.0,4.0,3.0,1.0,關鍵數值運轉時數（標準73.0 vs 系統39.08）與利用率（標準43.45% vs 系統23.26%）錯誤，僅停機時數94.83正確；正確性嚴重不足，整體分數以正確性優先考量給予極低分。,13952,806,104,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S05_this_week_status,state_query,1,fc76678a-ab30-4a86-b6ac-275543376713,幫我看本週機台狀態。,system_api,836,67.5,,running_hours,3.0,3.0,5.0,4.0,4.0,3.0,系統回答缺少標準答案中的關鍵數值（如 running_hours 57.17、utilization_percent 53.26，以及各狀態的 kVAh_rate_avg 與 confidence_avg），且自行編造了標準答案未提供的資訊（如分析區間日期、Silhouette Score、低信心度筆數等），導致正確性與完整性扣分，幻覺風險偏高。,20270,999,140,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S05_this_week_status,state_query,2,2535318f-7185-4282-b96c-6c860390b0c0,幫我看本週機台狀態。,system_api,911,85.0,apply_state_model,running_hours|utilization_percent,4.0,4.0,5.0,5.0,0.0,4.0,系統回答詳細列出了各狀態的數據，並包含關鍵字「本週」與「狀態」，但缺少標準答案中的整體運轉時數(57.17)與利用率(53.26%)等關鍵數值，故正確性與完整性各扣1分。整體易讀且具實用建議，無幻覺風險。,11029,1028,126,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S05_this_week_status,state_query,3,a0694c91-e035-4a27-9594-27731c5516ee,幫我看本週機台狀態。,system_api,726,100.0,apply_state_model,,4.0,5.0,5.0,5.0,0.0,4.0,系統回答涵蓋了各狀態的詳細資訊與結論，易讀且具實用性，無幻覺風險；但關鍵總結數值（總時數107.34、運轉時數57.17、利用率53.26%）被四捨五入為107.3、57.2與53.3%，未完全精準呈現標準答案中的關鍵數值，故正確性與整體分數扣1分。,12548,943,137,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S06_next_week_power,forecast,1,692848e1-fd88-4feb-b835-ffedf23f4f2d,幫我預測下週耗電量。,system_api,503,100.0,forecast_future,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確包含標準答案中的關鍵數值（預測累積電度8282.25與預測期間耗電量249.57，僅作合理的小數點進位），且涵蓋所有必須關鍵字（下週、耗電、預測）。回答結構清晰，表格與條列易讀，並提供實用的判讀建議與下一步行動，無幻覺風險。,13277,686,145,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S06_next_week_power,forecast,2,9156428c-7ee0-41f7-9568-4e9fac418488,幫我預測下週耗電量。,system_api,659,100.0,forecast_future,,4.0,5.0,5.0,5.0,1.0,4.0,系統回答包含標準答案要求的關鍵字與預測數值，但將精確數值四捨五入（如 249.5668 變為 249.57，8282.2498 變為 8282.25），嚴格評分下數值不完全精確。回答完整且易讀，提供實用建議，幻覺風險低（額外模型資訊推測來自工具輸出）。,20094,740,136,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S06_next_week_power,forecast,3,9eb32533-d82b-4677-bd6b-8e11d242ba63,幫我預測下週耗電量。,system_api,392,100.0,forecast_future,,3.0,3.0,5.0,4.0,2.0,3.0,系統回答遺漏了標準答案中的關鍵絕對數值 forecast_7d_yhat (8282.25)，僅提供了增量；且包含了標準答案未提及的基線與平均值數據，故正確性與完整性扣分。,14471,618,103,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S07_next_month_cost,forecast,1,1e31bcba-1fd1-46f3-a92c-4212ab65a1c3,幫我預測下個月電費，電價用每度 4 元。,system_api,450,100.0,apply_state_model|check_anomaly|data_status|forecast_future,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答準確提供標準答案中的關鍵數值（預測增量1064.78、電價4、預估電費4259），並包含所有必須關鍵字（下個月、電費、4）。表格與條列說明清晰易讀，結論具體，無幻覺風險。,8617,701,111,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S07_next_month_cost,forecast,2,a42b4ef0-9f72-4600-93d6-403354d5795f,幫我預測下個月電費，電價用每度 4 元。,csv_preview,0,50.0,data_status|forecast_future,forecast_30d_increment|estimated_30d_cost,0.0,0.0,0.0,0.0,0.0,0.0,系統回答為空，未提供任何預測數值、電費或關鍵字，完全未回應使用者需求。,5521,466,69,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S07_next_month_cost,forecast,3,170440be-b062-4642-b759-d1066f8c09fb,幫我預測下個月電費，電價用每度 4 元。,system_api,430,70.0,forecast_future,forecast_30d_increment|estimated_30d_cost,1.0,4.0,5.0,4.0,4.0,1.0,系統回答的核心預測數值（新增用電量1458.37、預估電費5833）與標準答案（1064.78、4259.13）嚴重不符，僅電價4元正確，正確性極低；雖包含所需關鍵字且格式清晰易讀，但關鍵數值錯誤代表資訊並非基於標準答案支持，幻覺風險高，整體評分以正確性優先故給予極低分。,17911,664,154,,estimated_from_text_length; direct provider usage not normalized by this script,
20260524_013522_e136e97d,20260523_233125_77a5e057,glm-5.1,kimi-k2.6,S08_period_anomaly,anomaly,1,ac69f733-4df4-42be-bfab-ecad38bac469,幫我檢查 2026-05-01 到 2026-05-02 是否異常。,system_api,399,100.0,check_anomaly,,5.0,5.0,5.0,5.0,0.0,5.0,系統回答的數值、狀態與時間區間皆與標準答案完全一致，包含關鍵字「異常」與「NORMAL」，且模型投票明細正確無誤，無幻覺風險。,6745,643,91,,estimated_from_text_length; direct provider usage not normalized by this script,
